index,first,second,third,fourth
31,-0.6937236068317728,-0.22834343148575287,0.10220550871464039,0.6753968230677495
32,-0.6778916085684051,-0.22643800966119634,0.10304927750161547,0.6917872803251092
33,-0.6616438957402401,-0.2246199090534434,0.10396117575945092,0.7077890403370297
34,-0.6449907651744455,-0.22289064207401033,0.10494064439359438,0.7233907213047288
35,-0.6279428620680748,-0.22125178399121373,0.10598701052059288,0.7385811828495008
36,-0.6105111821611982,-0.219704935662909,0.10709948920776474,0.7533495451070036
37,-0.5927070706638603,-0.21825169245221038,0.10827718460420128,0.7676852078951366
38,-0.5745422178616997,-0.2168936177727394,0.10951909172495748,0.7815778700882928
39,-0.5560286522107538,-0.21563222072866964,0.11082409817159496,0.7950175485917071
40,-0.537178730852992,-0.21446893702220388,0.11219098672680688,0.8079945969305737
41,-0.5180051281139056,-0.21340511264482578,0.11361843824175674,0.8204997231177165
42,-0.4985208220787559,-0.21244198989348817,0.1151050351569796,0.8325240067202428
43,-0.47873907946486843,-0.21158069537727123,0.11664926564923032,0.8440589149818252
44,-0.45867343903091606,-0.21082222969901537,0.11824952827707577,0.8550963178815222
45,-0.438337693711426,-0.21016745865033215,0.11990413711834166,0.8656285020134878
46,-0.41774587158185067,-0.2096171056852273,0.12161132745178906,0.8756481832424948
47,-0.396912215894832,-0.20917174555778767,0.12336926181614459,0.8851485180311278
48,-0.375851164302434,-0.20883179900363133,0.12517603647147224,0.8941231133969776
49,-0.3545773274202869,-0.20859752837371184,0.12702968820944546,0.9025660354507454
50,-0.33310546689401943,-0.2084690341432556,0.12892820144421993,0.9104718164781677
51,-0.3114504731155874,-0.2084462522311421,0.1308695155311686,0.9178354605437213
52,-0.2896273427230333,-0.20852895208700994,0.1328515322815973,0.9246524476034873
53,-0.2676511560250802,-0.20871673549071804,0.13487212361801748,0.9309187361286172
54,0.06871602295021591,0.031436394367689434,0.13305151358192427,0.9882242437992621
55,0.4215239588285884,0.20659161369183002,0.036870062586285224,0.8822006890558199
56,0.4033597759470379,0.1692519520719013,-0.05353821035627965,0.8976571327069445
57,0.37518818943197707,0.13508107063790467,-0.14153957783467902,0.9060648292326842
58,0.33811305412176956,0.10535207188618834,-0.22715940233721105,0.9071819605302663
59,0.29335540029984103,0.0811800997519712,-0.31028724177183936,0.9005965956591243
60,0.24230434054522693,0.06352435519910506,-0.3906544846766977,0.8858003931199536
61,0.1865559825459348,0.053159915354367315,-0.4678344595964076,0.8622655085238969
62,0.12792958402237592,0.05062596898046357,-0.5412575146380603,0.8295247649374194
63,0.06845271822861553,0.056161711282659,-0.6102397068999165,0.787253191594433
64,0.010309819089159811,0.06964252746568327,-0.6740246930643183,0.7353464075781508
65,-0.04424755709344023,0.09053038353905997,-0.7318376551933541,0.673988167395116
66,-0.09302446106586228,0.1178523825425376,-0.7829478199208507,0.6036969246680326
67,-0.06576750689091812,-0.09687145428362219,-0.851548440226882,0.5110340598526614
68,-0.08416687112962587,0.015971049568855967,-0.8499236119726281,0.5198949097570775
69,-0.09346469518293989,0.04232103355799616,-0.8464588587181658,0.5224755318390358
70,-0.10287970821004393,0.06851585598718381,-0.8424759326826342,0.5243621324690461
71,-0.11241201336795138,0.09455080574437852,-0.8379231176884626,0.5256505809251039
72,-0.11340750562834799,0.05567410236174881,-0.8438626570744242,0.521473822917951
73,-0.07336963396417191,-0.017260543256750322,-0.8469062950928453,0.52637315451166
74,0.062358808847629295,-0.1188580354848034,-0.832897121211462,0.5369045835504268
75,-0.0051654558765094295,-0.06654390546982594,-0.8368395595882003,0.5433643144508457
76,-0.07098704995634583,0.0004928346451546429,-0.8374313758534314,0.5419126189606
77,-0.03957678043435213,-0.030919450583885757,-0.8392667521515139,0.5413954051883808
78,-0.003639860003909431,-0.025294274332797764,-0.8428475760159663,0.5375452675906829
79,-0.019542103132335748,-0.026804057846885904,-0.8427877908785282,0.5372228478333702
80,-0.021107128854139085,-0.027356780105068194,-0.8427458049722969,0.5372016417467588
